2Theta_deg,Intensity_cps
20.62366,171.16
20.63438,0.0
20.64509,171.12
20.65581,0.0
20.66652,171.16
20.67724,0.0
20.68796,171.24
20.69867,0.0
20.70939,171.18
20.7201,0.0
20.73082,171.1
20.74153,0.0
20.75225,171.28
20.76297,0.0
20.77368,171.12
20.7844,0.0
20.79511,170.96
20.80583,0.0
20.81655,171.08
20.82726,0.0
20.83798,171.28
20.84869,0.0
20.85941,171.4
20.87012,0.0
20.88084,171.48
20.89156,0.0
20.90227,171.18
20.91299,0.0
20.9237,171.24
20.93442,0.0
20.94514,171.46
20.95585,0.0
20.96657,171.38
20.97728,0.0
20.988,171.36
20.99871,0.0
21.00943,170.98
21.02015,0.0
21.03086,170.94
21.04158,0.0
21.05229,170.92
21.06301,0.0
21.07372,171.08
21.08444,0.0
21.09516,171.06
21.10587,0.0
21.11659,171.24
21.1273,0.0
21.13802,171.24
21.14874,0.0
21.15945,171.18
21.17017,0.0
21.18088,171.3
21.1916,0.0
21.20231,171.42
21.21303,0.0
21.22375,171.16
21.23446,0.0
21.24518,171.3
21.25589,0.0
21.26661,171.14
21.27733,0.0
21.28804,171.08
21.29876,0.0
21.30947,171.26
21.32019,0.0
21.3309,171.12
21.34162,0.0
21.35234,171.28
21.36305,0.0
21.37377,171.55
21.38448,0.0
21.3952,171.4
21.40592,0.0
21.41663,171.5
21.42735,0.0
21.43806,171.4
21.44878,0.0
21.45949,171.44
21.47021,0.0
21.48093,171.34
21.49164,0.0
21.50236,171.46
21.51307,0.0
21.52379,171.58
21.5345,0.0
21.54522,171.4
21.55594,0.0
