2Theta_deg,Intensity_cps
17.92143,171.28
17.93215,0.0
17.94286,171.44
17.95358,0.0
17.96429,171.18
17.97501,0.0
17.98572,171.46
17.99643,0.0
18.00715,171.48
18.01786,0.0
18.02858,171.34
18.03929,0.0
18.05001,171.22
18.06072,0.0
18.07143,171.36
18.08215,0.0
18.09286,171.1
18.10358,0.0
18.11429,170.98
18.12501,0.0
18.13572,171.22
18.14643,0.0
18.15715,171.36
18.16786,0.0
18.17858,171.22
18.18929,0.0
18.20001,171.32
18.21072,0.0
18.22143,171.28
18.23215,0.0
18.24286,171.32
18.25358,0.0
18.26429,171.52
18.27501,0.0
18.28572,171.48
18.29643,0.0
18.30715,171.36
18.31786,0.0
18.32858,171.2
18.33929,0.0
18.35001,171.24
18.36072,0.0
18.37143,171.14
18.38215,0.0
18.39286,171.14
18.40358,0.0
18.41429,171.42
18.42501,0.0
18.43572,171.55
18.44643,0.0
18.45715,171.5
18.46786,0.0
18.47858,171.46
18.48929,0.0
18.50001,171.16
18.51072,0.0
18.52143,171.44
18.53215,0.0
18.54286,171.42
18.55358,0.0
18.56429,171.32
18.57501,0.0
18.58572,171.32
18.59643,0.0
18.60715,171.32
18.61786,0.0
18.62858,171.26
18.63929,0.0
18.65001,171.48
18.66072,0.0
18.67143,171.53
18.68215,0.0
18.69286,171.38
18.70358,0.0
18.71429,171.46
18.72501,0.0
18.73572,171.53
18.74643,0.0
18.75715,171.02
18.76786,0.0
18.77858,171.14
18.78929,0.0
18.80001,171.06
18.81072,0.0
18.82143,171.22
18.83215,0.0
18.84286,171.14
18.85358,0.0
18.86429,171.3
18.87501,0.0
18.88572,171.34
18.89643,0.0
18.90715,170.88
18.91786,0.0
18.92858,171.3
18.93929,0.0
18.95001,171.1
18.96072,0.0
18.97143,171.4
18.98215,0.0
18.99286,171.4
19.00358,0.0
19.01429,171.18
19.02501,0.0
19.03572,171.0
19.04643,0.0
19.05715,171.04
19.06786,0.0
19.07858,171.18
19.08929,0.0
19.10001,171.24
19.11072,0.0
19.12143,171.02
19.13215,0.0
19.14286,171.14
19.15358,0.0
19.16429,171.16
19.17501,0.0
19.18572,170.9
19.19643,0.0
19.20715,171.18
19.21786,0.0
19.22858,171.38
19.23929,0.0
19.25001,171.24
19.26072,0.0
19.27143,171.46
19.28215,0.0
19.29286,171.56
19.30358,0.0
19.31429,171.48
19.32501,0.0
19.33572,171.32
19.34643,0.0
19.35715,171.18
19.36786,0.0
19.37858,171.26
19.38929,0.0
19.40001,171.26
19.41072,0.0
19.42143,171.24
19.43215,0.0
19.44286,171.52
19.45358,0.0
19.46429,171.4
19.47501,0.0
19.48572,171.2
19.49643,0.0
19.50715,171.32
19.51786,0.0
19.52858,171.3
19.53929,0.0
19.55001,171.08
19.56072,0.0
19.57143,170.96
19.58215,0.0
19.59286,171.0
19.60358,0.0
19.61429,171.12
19.62501,0.0
19.63572,171.0
19.64643,0.0
19.65715,171.2
19.66786,0.0
19.67858,171.52
19.68929,0.0
19.70001,171.14
19.71072,0.0
19.72143,170.94
19.73215,0.0
19.74286,171.4
19.75358,0.0
19.76429,171.3
19.77501,0.0
19.78572,171.18
19.79643,0.0
19.80715,171.26
19.81786,0.0
19.82858,171.2
19.83929,0.0
19.85001,171.24
19.86072,0.0
19.87143,171.28
19.88215,0.0
19.89286,171.08
19.90358,0.0
19.91429,171.34
19.92501,0.0
19.93572,171.34
19.94643,0.0
19.95715,171.46
19.96786,0.0
19.97858,171.08
19.98929,0.0
20.00001,171.12
20.01072,0.0
20.02143,171.44
20.03215,0.0
20.04286,171.26
20.05358,0.0
20.06429,171.0
20.07501,0.0
20.08572,171.02
20.09643,0.0
20.10715,171.3
20.11786,0.0
20.12858,171.06
20.13929,0.0
20.15001,171.2
20.16072,0.0
20.17143,171.22
20.18215,0.0
20.19286,171.16
20.20358,0.0
20.21429,171.18
20.22501,0.0
20.23572,171.24
20.24643,0.0
20.25715,171.02
20.26786,0.0
20.27858,171.14
20.28929,0.0
20.30001,171.26
20.31072,0.0
20.32143,171.0
20.33215,0.0
20.34286,171.18
20.35358,0.0
20.36429,171.22
20.37501,0.0
20.38572,171.24
20.39643,0.0
20.40715,171.1
20.41786,0.0
20.42858,170.82
20.43929,0.0
20.45001,170.9
20.46072,0.0
20.47143,171.14
20.48215,0.0
20.49286,171.02
20.50358,0.0
20.51429,170.86
20.52501,0.0
20.53572,171.06
20.54643,0.0
20.55715,171.24
20.56786,0.0
20.57858,171.3
20.58929,0.0
20.60001,171.1
20.61072,0.0
20.62143,171.16
20.63215,0.0
20.64286,171.12
20.65358,0.0
20.66429,171.16
20.67501,0.0
20.68572,171.24
20.69643,0.0
20.70715,171.18
20.71786,0.0
20.72858,171.1
20.73929,0.0
20.75001,171.28
20.76072,0.0
20.77143,171.12
20.78215,0.0
20.79286,170.96
20.80358,0.0
20.81429,171.08
20.82501,0.0
20.83572,171.28
20.84643,0.0
20.85715,171.4
20.86786,0.0
20.87858,171.48
20.88929,0.0
20.90001,171.18
20.91072,0.0
20.92143,171.24
20.93215,0.0
20.94286,171.46
20.95358,0.0
20.96429,171.38
20.97501,0.0
20.98572,171.36
20.99643,0.0
21.00715,170.98
21.01786,0.0
21.02858,170.94
21.03929,0.0
21.05001,170.92
21.06072,0.0
21.07144,171.08
21.08215,0.0
21.09286,171.06
21.10358,0.0
21.11429,171.24
21.12501,0.0
21.13572,171.24
21.14644,0.0
21.15715,171.18
21.16786,0.0
21.17858,171.3
21.18929,0.0
21.20001,171.42
21.21072,0.0
21.22144,171.16
21.23215,0.0
21.24286,171.3
21.25358,0.0
21.26429,171.14
21.27501,0.0
21.28572,171.08
21.29644,0.0
21.30715,171.26
21.31786,0.0
21.32858,171.12
21.33929,0.0
21.35001,171.28
21.36072,0.0
21.37144,171.55
21.38215,0.0
21.39286,171.4
21.40358,0.0
21.41429,171.5
21.42501,0.0
21.43572,171.4
21.44644,0.0
21.45715,171.44
21.46786,0.0
21.47858,171.34
21.48929,0.0
21.50001,171.46
21.51072,0.0
21.52144,171.58
21.53215,0.0
21.54286,171.4
21.55358,0.0
21.56429,171.16
21.57501,0.0
21.58572,171.26
21.59644,0.0
21.60715,171.44
21.61786,0.0
21.62858,171.48
21.63929,0.0
21.65001,171.28
21.66072,0.0
21.67144,171.46
21.68215,0.0
21.69286,171.26
21.70358,0.0
21.71429,171.53
21.72501,0.0
21.73572,171.69
